-2.677290523707472669e+00,4.116885592938798050e-02
-2.409561471336680416e+00,4.111928403371834656e-02
-2.141832418965963214e+00,4.090323476864792668e-02
-1.874103366595246234e+00,4.029104986011709799e-02
-1.606374314224453759e+00,3.887122767058415196e-02
-1.338645261853735891e+00,3.604701028947472630e-02
-1.070916209482943415e+00,3.112553040640788152e-02
-8.031871571122273235e-01,2.358405831289209914e-02
-5.354581047415094552e-01,1.387127677317991775e-02
-2.677290523707169800e-01,4.353434217908316167e-03
0.000000000000000000e+00,0.000000000000000000e+00
2.677290523707169800e-01,4.353434217908316167e-03
5.354581047415094552e-01,1.387127677317991775e-02
8.031871571122273235e-01,2.358405831289209914e-02
1.070916209482943415e+00,3.112553040640788152e-02
1.338645261853735891e+00,3.604701028947472630e-02
1.606374314224453759e+00,3.887122767058415196e-02
1.874103366595246234e+00,4.029104986011709799e-02
2.141832418965963214e+00,4.090323476864792668e-02
2.409561471336680416e+00,4.111928403371834656e-02
2.677290523707472669e+00,4.116885592938798050e-02
