-2.677290524886300371e+00,4.797250030539387811e-01
-2.141832419909040386e+00,3.070240019545208421e-01
-1.606374314931780178e+00,1.727010010994179390e-01
-1.070916209954519971e+00,7.675600048863016889e-02
-5.354581049772599854e-01,1.918900012215754222e-02
0.000000000000000000e+00,0.000000000000000000e+00
5.354581049772604295e-01,1.918900012215757692e-02
1.070916209954520415e+00,7.675600048863025215e-02
1.606374314931780400e+00,1.727010010994179945e-01
2.141832419909040386e+00,3.070240019545208421e-01
2.677290524886300371e+00,4.797250030539387811e-01
